Source,Target,Weight,Type
48,2,52.0,Undirected
48,5,27.0,Undirected
48,7,20.0,Undirected
48,9,18.0,Undirected
48,10,2.0,Undirected
48,11,1.0,Undirected
48,14,1223.0,Undirected
48,15,5007.0,Undirected
48,22,2762.0,Undirected
48,23,178.0,Undirected
48,27,1.0,Undirected
48,30,202.0,Undirected
48,31,1.0,Undirected
48,32,91.0,Undirected
48,35,352.0,Undirected
48,40,1404.0,Undirected
48,44,1.0,Undirected
48,49,18.0,Undirected
48,51,4.0,Undirected
48,52,192.0,Undirected
48,60,180.0,Undirected
48,63,432.0,Undirected
48,68,250.0,Undirected
48,69,63.0,Undirected
48,76,24.0,Undirected
48,77,40.0,Undirected
48,84,55.0,Undirected
48,86,94.0,Undirected
48,105,5.0,Undirected
48,109,104.0,Undirected
48,117,3.0,Undirected
48,121,8.0,Undirected
49,2,1548.0,Undirected
49,3,1418.0,Undirected
49,4,18783.0,Undirected
49,5,1194443.0,Undirected
49,6,103464.0,Undirected
49,7,5181700.0,Undirected
49,9,4990451.0,Undirected
49,14,21750.0,Undirected
49,15,338170.0,Undirected
49,16,962.0,Undirected
49,22,127046.0,Undirected
49,23,226654.0,Undirected
49,25,7243.0,Undirected
49,26,430420.0,Undirected
49,27,222101.0,Undirected
49,29,23354.0,Undirected
49,30,14342.0,Undirected
49,31,57395.0,Undirected
49,32,92489.0,Undirected
49,33,110040.0,Undirected
49,35,54913.0,Undirected
49,36,19218.0,Undirected
49,37,22194.0,Undirected
49,42,1354.0,Undirected
49,44,91459.0,Undirected
49,45,358626.0,Undirected
49,48,570.0,Undirected
49,49,2674.0,Undirected
49,54,1113.0,Undirected
49,55,594602.0,Undirected
49,58,2796.0,Undirected
49,60,2133.0,Undirected
49,63,2975.0,Undirected
49,66,82532.0,Undirected
49,67,1103.0,Undirected
49,70,128045.0,Undirected
49,73,881.0,Undirected
49,76,22214.0,Undirected
49,78,187548.0,Undirected
49,79,1005.0,Undirected
49,82,4301.0,Undirected
49,89,80798.0,Undirected
49,94,100997.0,Undirected
49,95,24224.0,Undirected
49,96,232256.0,Undirected
49,97,812.0,Undirected
49,105,483.0,Undirected
49,108,318262.0,Undirected
49,109,14027.0,Undirected
49,110,330.0,Undirected
49,112,400.0,Undirected
49,115,44.0,Undirected
49,116,87.0,Undirected
49,125,8090.0,Undirected
49,127,2163.0,Undirected
49,128,459.0,Undirected
49,130,3457.0,Undirected
49,136,23.0,Undirected
49,146,32091.0,Undirected
49,155,475.0,Undirected
49,158,3676.0,Undirected
49,159,196.0,Undirected
49,173,83.0,Undirected
49,178,71.0,Undirected
49,182,456.0,Undirected
49,187,14372.0,Undirected
49,193,1.0,Undirected
49,8,18070.0,Undirected
49,10,173165.0,Undirected
49,11,23162.0,Undirected
49,13,11111.0,Undirected
49,17,11431.0,Undirected
49,21,4066.0,Undirected
49,28,2195.0,Undirected
49,34,3683.0,Undirected
49,39,89478.0,Undirected
49,40,50470.0,Undirected
49,51,2201.0,Undirected
49,52,1122.0,Undirected
49,57,5142.0,Undirected
49,59,3482.0,Undirected
49,68,6643.0,Undirected
49,69,202.0,Undirected
49,80,13108.0,Undirected
49,83,93.0,Undirected
49,84,2746.0,Undirected
49,88,16650.0,Undirected
49,90,869.0,Undirected
49,117,949.0,Undirected
49,119,5946.0,Undirected
49,150,19548.0,Undirected
49,212,91.0,Undirected
49,18,224452.0,Undirected
49,19,59440.0,Undirected
49,53,4278.0,Undirected
49,62,197.0,Undirected
49,71,214.0,Undirected
49,77,103.0,Undirected
49,86,61.0,Undirected
49,87,189.0,Undirected
49,91,29871.0,Undirected
49,113,13745.0,Undirected
49,121,634.0,Undirected
49,133,95.0,Undirected
49,134,3103.0,Undirected
49,156,30.0,Undirected
49,180,301.0,Undirected
49,74,1118.0,Undirected
49,75,5850.0,Undirected
49,98,1633.0,Undirected
49,102,880.0,Undirected
49,103,403.0,Undirected
49,104,2.0,Undirected
49,120,13.0,Undirected
49,139,24.0,Undirected
49,140,14.0,Undirected
49,148,240.0,Undirected
49,170,42.0,Undirected
50,22,1003.0,Undirected
50,37,3.0,Undirected
50,178,1.0,Undirected
50,6,110.0,Undirected
50,7,136.0,Undirected
50,8,31.0,Undirected
50,9,28.0,Undirected
50,10,77.0,Undirected
50,14,547.0,Undirected
50,15,91.0,Undirected
50,35,422.0,Undirected
50,44,18.0,Undirected
50,45,138.0,Undirected
50,68,324.0,Undirected
50,2,54.0,Undirected
50,17,8.0,Undirected
50,18,15.0,Undirected
50,23,82.0,Undirected
50,26,90.0,Undirected
50,27,2.0,Undirected
50,30,17.0,Undirected
50,31,87.0,Undirected
50,32,2196.0,Undirected
50,34,214.0,Undirected
50,36,22.0,Undirected
50,39,93.0,Undirected
50,40,205.0,Undirected
50,42,7.0,Undirected
50,48,83.0,Undirected
50,49,5.0,Undirected
50,51,4.0,Undirected
50,53,12.0,Undirected
50,59,5.0,Undirected
50,60,48.0,Undirected
50,71,1.0,Undirected
50,72,6.0,Undirected
50,76,538.0,Undirected
50,77,19.0,Undirected
50,78,120.0,Undirected
50,80,959.0,Undirected
50,83,41.0,Undirected
50,90,13.0,Undirected
50,102,1.0,Undirected
50,105,55.0,Undirected
50,109,20.0,Undirected
50,116,14.0,Undirected
50,117,71.0,Undirected
50,125,47.0,Undirected
50,134,61.0,Undirected
50,150,62.0,Undirected
50,156,1.0,Undirected
50,166,27.0,Undirected
50,187,10.0,Undirected
50,212,33.0,Undirected
50,112,1650.0,Undirected
51,2,58.0,Undirected
51,3,372.0,Undirected
51,6,46.0,Undirected
51,22,306.0,Undirected
51,27,80.0,Undirected
51,36,20.0,Undirected
51,37,144.0,Undirected
51,44,323.0,Undirected
51,45,224.0,Undirected
51,48,284.0,Undirected
51,60,6736.0,Undirected
51,63,121.0,Undirected
51,77,1247.0,Undirected
51,86,4583.0,Undirected
51,87,936.0,Undirected
51,88,2886.0,Undirected
51,90,118.0,Undirected
51,173,4.0,Undirected
51,11,10.0,Undirected
51,14,13.0,Undirected
51,15,2170.0,Undirected
51,25,3.0,Undirected
51,40,21353.0,Undirected
51,68,16.0,Undirected
51,69,88.0,Undirected
51,30,152.0,Undirected
51,62,1.0,Undirected
51,155,12.0,Undirected
51,4,2.0,Undirected
51,7,14.0,Undirected
51,9,14.0,Undirected
51,80,5.0,Undirected
52,2,190.0,Undirected
52,3,610.0,Undirected
52,4,567.0,Undirected
52,6,847.0,Undirected
52,7,977.0,Undirected
52,10,161.0,Undirected
52,11,12.0,Undirected
52,13,67.0,Undirected
52,14,3186.0,Undirected
52,15,12937.0,Undirected
52,19,755.0,Undirected
52,22,45996.0,Undirected
52,23,628.0,Undirected
52,25,5322.0,Undirected
52,27,1420.0,Undirected
52,30,24077.0,Undirected
52,31,30403.0,Undirected
52,32,30685.0,Undirected
52,35,117697.0,Undirected
52,36,4239.0,Undirected
52,37,452.0,Undirected
52,40,4990.0,Undirected
52,42,779.0,Undirected
52,44,5255.0,Undirected
52,45,4146.0,Undirected
52,48,896.0,Undirected
52,51,879.0,Undirected
52,60,1133.0,Undirected
52,62,10960.0,Undirected
52,63,6427.0,Undirected
52,68,65864.0,Undirected
52,69,3783.0,Undirected
52,70,7050.0,Undirected
52,72,85.0,Undirected
52,73,1598.0,Undirected
52,77,17.0,Undirected
52,83,1022.0,Undirected
52,84,109052.0,Undirected
52,86,299.0,Undirected
52,87,1525.0,Undirected
52,88,246.0,Undirected
52,89,114.0,Undirected
52,90,1910.0,Undirected
52,92,25.0,Undirected
52,98,249.0,Undirected
52,100,147.0,Undirected
52,105,108.0,Undirected
52,108,7.0,Undirected
52,116,548.0,Undirected
52,117,559.0,Undirected
52,119,40.0,Undirected
52,121,1415.0,Undirected
52,133,89.0,Undirected
52,146,4862.0,Undirected
52,148,284.0,Undirected
52,150,98.0,Undirected
52,155,83.0,Undirected
52,158,43.0,Undirected
52,178,1.0,Undirected
52,5,459.0,Undirected
52,9,699.0,Undirected
52,17,169.0,Undirected
52,18,100.0,Undirected
52,28,2.0,Undirected
52,34,221.0,Undirected
52,49,499.0,Undirected
52,55,38.0,Undirected
52,76,70.0,Undirected
52,80,28.0,Undirected
52,82,15214.0,Undirected
52,94,101.0,Undirected
52,96,162.0,Undirected
52,102,5.0,Undirected
52,109,97.0,Undirected
52,134,1.0,Undirected
52,39,14.0,Undirected
52,71,495.0,Undirected
52,112,4.0,Undirected
52,136,8.0,Undirected
52,26,425.0,Undirected
52,67,47808.0,Undirected
52,78,1780.0,Undirected
52,91,3125.0,Undirected
52,8,117.0,Undirected
52,59,8.0,Undirected
52,118,8.0,Undirected
52,139,16.0,Undirected
52,156,5.0,Undirected
52,180,32.0,Undirected
53,35,66.0,Undirected
53,37,6.0,Undirected
53,82,336.0,Undirected
53,136,12.0,Undirected
53,5,54.0,Undirected
53,14,3.0,Undirected
53,27,52.0,Undirected
53,45,466.0,Undirected
53,193,17.0,Undirected
54,4,1073.0,Undirected
54,6,5.0,Undirected
54,14,13945.0,Undirected
54,15,16976.0,Undirected
54,37,37.0,Undirected
54,45,19793.0,Undirected
54,57,4031.0,Undirected
54,105,163.0,Undirected
54,109,16.0,Undirected
54,118,3220.0,Undirected
54,7,11136.0,Undirected
54,8,7.0,Undirected
54,9,11129.0,Undirected
54,11,9.0,Undirected
54,17,663.0,Undirected
54,22,11840.0,Undirected
54,23,10.0,Undirected
54,27,12.0,Undirected
54,32,352.0,Undirected
54,34,42.0,Undirected
54,35,16585.0,Undirected
54,44,2974.0,Undirected
54,49,69.0,Undirected
54,52,1.0,Undirected
54,76,207.0,Undirected
54,80,3.0,Undirected
54,58,4.0,Undirected
54,59,26.0,Undirected
54,170,491.0,Undirected
54,5,2041.0,Undirected
54,13,618.0,Undirected
54,26,3648.0,Undirected
54,30,11052.0,Undirected
54,40,46.0,Undirected
54,42,206.0,Undirected
54,69,67.0,Undirected
54,84,149.0,Undirected
54,88,9098.0,Undirected
54,117,200.0,Undirected
55,4,4089.0,Undirected
55,5,17553.0,Undirected
55,6,71964.0,Undirected
55,7,2442.0,Undirected
55,10,127.0,Undirected
55,13,40.0,Undirected
55,14,3237.0,Undirected
55,15,10992.0,Undirected
55,16,798.0,Undirected
55,21,36.0,Undirected
55,22,1233.0,Undirected
55,23,72812.0,Undirected
55,25,376.0,Undirected
55,27,52668.0,Undirected
55,31,2552.0,Undirected
55,33,903.0,Undirected
55,34,49.0,Undirected
55,35,33180.0,Undirected
55,36,2509.0,Undirected
55,37,1812.0,Undirected
55,42,4041.0,Undirected
55,44,73490.0,Undirected
55,45,761053.0,Undirected
55,49,2237.0,Undirected
55,55,56.0,Undirected
55,58,1851.0,Undirected
55,63,507.0,Undirected
55,66,44158.0,Undirected
55,70,53.0,Undirected
55,76,26285.0,Undirected
55,79,74.0,Undirected
55,82,263.0,Undirected
55,84,507.0,Undirected
55,94,27484.0,Undirected
55,95,2399.0,Undirected
55,96,4378.0,Undirected
55,97,852.0,Undirected
55,103,490.0,Undirected
55,105,919.0,Undirected
55,108,22979.0,Undirected
55,112,2196.0,Undirected
55,127,769.0,Undirected
55,128,256.0,Undirected
55,130,79.0,Undirected
55,134,527.0,Undirected
55,136,53.0,Undirected
55,156,15.0,Undirected
55,158,159.0,Undirected
55,178,14.0,Undirected
55,182,2.0,Undirected
55,2,2257.0,Undirected
55,3,563.0,Undirected
55,8,1907.0,Undirected
55,9,408.0,Undirected
55,11,15.0,Undirected
55,17,378.0,Undirected
55,18,20.0,Undirected
55,29,13.0,Undirected
55,30,100.0,Undirected
55,32,69651.0,Undirected
55,39,1.0,Undirected
55,51,13.0,Undirected
55,52,45.0,Undirected
55,60,275.0,Undirected
55,62,53.0,Undirected
55,68,96.0,Undirected
55,71,111.0,Undirected
55,72,69.0,Undirected
55,73,7.0,Undirected
55,74,65.0,Undirected
55,80,997.0,Undirected
55,83,3.0,Undirected
55,86,38.0,Undirected
55,87,1397.0,Undirected
55,90,1.0,Undirected
55,116,5.0,Undirected
55,117,3349.0,Undirected
55,119,1.0,Undirected
55,125,17.0,Undirected
55,133,50.0,Undirected
55,146,14.0,Undirected
55,88,59.0,Undirected
55,109,103.0,Undirected
55,120,284.0,Undirected
56,48,2.0,Undirected
56,150,1.0,Undirected
56,15,26.0,Undirected
56,42,3.0,Undirected
57,15,971.0,Undirected
57,27,1.0,Undirected
57,54,2.0,Undirected
57,109,15.0,Undirected
57,14,470.0,Undirected
57,17,4994.0,Undirected
57,18,320.0,Undirected
57,44,2.0,Undirected
57,60,1.0,Undirected
57,5,2.0,Undirected
57,7,294.0,Undirected
57,9,294.0,Undirected
57,26,5557.0,Undirected
57,30,815.0,Undirected
57,35,3031.0,Undirected
57,40,3091.0,Undirected
57,42,54.0,Undirected
57,49,190.0,Undirected
57,68,94.0,Undirected
58,2,246.0,Undirected
58,3,96.0,Undirected
58,6,9485.0,Undirected
58,11,493.0,Undirected
58,14,1504.0,Undirected
58,15,7767.0,Undirected
58,16,72881.0,Undirected
58,21,1.0,Undirected
58,22,1634.0,Undirected
58,23,4680.0,Undirected
58,29,29.0,Undirected
58,31,971.0,Undirected
58,32,7155.0,Undirected
58,33,671.0,Undirected
58,44,15070.0,Undirected
58,45,103002.0,Undirected
58,49,287.0,Undirected
58,55,11780.0,Undirected
58,63,89.0,Undirected
58,66,566.0,Undirected
58,70,474.0,Undirected
58,71,17.0,Undirected
58,76,95773.0,Undirected
58,79,46155.0,Undirected
58,80,753.0,Undirected
58,95,30.0,Undirected
58,96,3942.0,Undirected
58,97,44891.0,Undirected
58,103,8469.0,Undirected
58,108,25.0,Undirected
58,109,155.0,Undirected
58,112,12824.0,Undirected
58,120,340.0,Undirected
58,127,1337.0,Undirected
58,128,2591.0,Undirected
58,130,3233.0,Undirected
58,134,110.0,Undirected
58,136,2609.0,Undirected
58,158,113.0,Undirected
58,178,124.0,Undirected
58,4,14041.0,Undirected
58,5,55.0,Undirected
58,7,3197.0,Undirected
58,8,25.0,Undirected
58,9,2206.0,Undirected
58,10,966.0,Undirected
58,17,152.0,Undirected
58,25,70.0,Undirected
58,27,82166.0,Undirected
58,30,519.0,Undirected
58,34,25.0,Undirected
58,35,1957.0,Undirected
58,36,71.0,Undirected
58,37,231.0,Undirected
58,39,2301.0,Undirected
58,40,928.0,Undirected
58,42,115.0,Undirected
58,51,45.0,Undirected
58,60,481.0,Undirected
58,69,24.0,Undirected
58,72,1.0,Undirected
58,77,4.0,Undirected
58,82,247.0,Undirected
58,83,1.0,Undirected
58,86,96.0,Undirected
58,92,4.0,Undirected
58,94,3696.0,Undirected
58,102,37.0,Undirected
58,105,108.0,Undirected
58,115,28.0,Undirected
58,116,1.0,Undirected
58,117,76.0,Undirected
58,146,4.0,Undirected
58,18,3.0,Undirected
58,57,2.0,Undirected
59,4,5108.0,Undirected
59,6,56.0,Undirected
59,14,54514.0,Undirected
59,15,110946.0,Undirected
59,17,12627.0,Undirected
59,22,39259.0,Undirected
59,27,20402.0,Undirected
59,37,4185.0,Undirected
59,44,13538.0,Undirected
59,45,81410.0,Undirected
59,54,10263.0,Undirected
59,57,22.0,Undirected
59,71,279.0,Undirected
59,78,215.0,Undirected
59,80,1.0,Undirected
59,112,55.0,Undirected
59,119,6808.0,Undirected
59,156,1.0,Undirected
59,157,4673.0,Undirected
59,170,14491.0,Undirected
59,173,1674.0,Undirected
59,180,311.0,Undirected
59,187,22720.0,Undirected
59,193,37.0,Undirected
59,7,30719.0,Undirected
59,9,30719.0,Undirected
59,11,7.0,Undirected
59,32,4342.0,Undirected
59,35,108242.0,Undirected
59,55,77.0,Undirected
59,60,1.0,Undirected
59,66,92.0,Undirected
59,76,1627.0,Undirected
59,79,1.0,Undirected
59,86,3696.0,Undirected
59,117,30752.0,Undirected
59,158,7.0,Undirected
59,2,1.0,Undirected
59,5,10911.0,Undirected
59,13,4457.0,Undirected
59,26,95164.0,Undirected
59,30,35509.0,Undirected
59,36,429.0,Undirected
59,40,3445.0,Undirected
59,42,1503.0,Undirected
59,49,1431.0,Undirected
59,52,91.0,Undirected
59,63,20351.0,Undirected
59,68,5747.0,Undirected
59,69,2353.0,Undirected
59,82,6241.0,Undirected
59,84,4608.0,Undirected
59,91,149.0,Undirected
59,94,444.0,Undirected
59,109,6385.0,Undirected
59,168,26.0,Undirected
60,2,3926.0,Undirected
60,3,10725.0,Undirected
60,6,2237.0,Undirected
60,7,180.0,Undirected
60,9,72.0,Undirected
60,10,100.0,Undirected
60,14,1761.0,Undirected
60,15,13614.0,Undirected
60,22,49173.0,Undirected
60,27,357.0,Undirected
60,30,1710.0,Undirected
60,32,8772.0,Undirected
60,36,734.0,Undirected
60,37,2513.0,Undirected
60,40,11517.0,Undirected
60,42,738.0,Undirected
60,44,1349.0,Undirected
60,45,7563.0,Undirected
60,48,10671.0,Undirected
60,51,75588.0,Undirected
60,52,521.0,Undirected
60,63,2708.0,Undirected
60,68,8100.0,Undirected
60,69,4840.0,Undirected
60,70,4.0,Undirected
60,72,36.0,Undirected
60,73,641.0,Undirected
60,77,6188.0,Undirected
60,80,318.0,Undirected
60,83,31.0,Undirected
60,84,2744.0,Undirected
60,86,13629.0,Undirected
60,87,3211.0,Undirected
60,88,27153.0,Undirected
60,90,11278.0,Undirected
60,105,161.0,Undirected
60,109,94.0,Undirected
60,116,46.0,Undirected
60,117,91.0,Undirected
60,121,1270.0,Undirected
60,146,44.0,Undirected
60,4,332.0,Undirected
60,8,8.0,Undirected
60,11,24.0,Undirected
60,31,19.0,Undirected
60,35,5.0,Undirected
60,76,6.0,Undirected
60,96,88.0,Undirected
60,134,1.0,Undirected
60,108,25.0,Undirected
60,19,303.0,Undirected
60,78,25.0,Undirected
60,91,7449.0,Undirected
60,148,89.0,Undirected
60,34,52.0,Undirected
60,39,1.0,Undirected
61,2,651.0,Undirected
61,4,1068.0,Undirected
61,22,11498.0,Undirected
61,28,1.0,Undirected
61,31,17.0,Undirected
61,49,1030.0,Undirected
61,80,283.0,Undirected
61,112,18.0,Undirected
61,127,34.0,Undirected
61,6,4755.0,Undirected
61,14,2200.0,Undirected
61,35,44886.0,Undirected
61,5,84.0,Undirected
61,7,863.0,Undirected
61,8,89.0,Undirected
61,9,758.0,Undirected
61,10,16.0,Undirected
61,11,35.0,Undirected
61,15,810.0,Undirected
61,17,37.0,Undirected
61,18,8.0,Undirected
61,23,575.0,Undirected
61,25,93.0,Undirected
61,26,10.0,Undirected
61,27,151.0,Undirected
61,30,26.0,Undirected
61,32,4542.0,Undirected
61,34,141.0,Undirected
61,36,14.0,Undirected
61,37,2305.0,Undirected
61,39,242.0,Undirected
61,40,1317.0,Undirected
61,42,151.0,Undirected
61,44,2978.0,Undirected
61,48,23.0,Undirected
61,51,14.0,Undirected
61,52,13.0,Undirected
61,53,47.0,Undirected
61,54,6.0,Undirected
61,55,171.0,Undirected
61,58,16.0,Undirected
61,59,9.0,Undirected
61,60,310.0,Undirected
61,63,76.0,Undirected
61,66,68.0,Undirected
61,67,11.0,Undirected
61,68,3003.0,Undirected
61,69,6.0,Undirected
61,71,11.0,Undirected
61,76,2282.0,Undirected
61,78,64.0,Undirected
61,79,1.0,Undirected
61,83,20.0,Undirected
61,84,1.0,Undirected
61,86,3.0,Undirected
61,87,49.0,Undirected
61,90,36.0,Undirected
61,91,4.0,Undirected
61,95,593.0,Undirected
61,96,6604.0,Undirected
61,97,14.0,Undirected
61,102,69.0,Undirected
61,105,177.0,Undirected
61,108,595.0,Undirected
61,109,180.0,Undirected
61,116,20.0,Undirected
61,117,115.0,Undirected
61,133,1.0,Undirected
61,134,20.0,Undirected
61,139,2.0,Undirected
61,146,5.0,Undirected
61,150,4.0,Undirected
61,156,60.0,Undirected
61,157,5.0,Undirected
61,165,1.0,Undirected
61,178,3.0,Undirected
61,182,38.0,Undirected
61,187,8.0,Undirected
61,158,35.0,Undirected
62,2,189.0,Undirected
62,3,1789.0,Undirected
62,4,1150.0,Undirected
62,6,48.0,Undirected
62,7,255.0,Undirected
62,8,67.0,Undirected
62,10,5.0,Undirected
62,14,829.0,Undirected
62,15,1973.0,Undirected
62,19,653.0,Undirected
62,23,15.0,Undirected
62,25,42.0,Undirected
62,26,143.0,Undirected
62,27,675.0,Undirected
62,28,18.0,Undirected
62,30,253.0,Undirected
62,33,315.0,Undirected
62,34,13.0,Undirected
62,35,144.0,Undirected
62,37,254.0,Undirected
62,40,5056.0,Undirected
62,42,3603.0,Undirected
62,44,3708.0,Undirected
62,45,711.0,Undirected
62,63,554.0,Undirected
62,68,23928.0,Undirected
62,69,1234.0,Undirected
62,70,8794.0,Undirected
62,73,151.0,Undirected
62,84,155.0,Undirected
62,87,159.0,Undirected
62,88,6.0,Undirected
62,121,908.0,Undirected
62,130,15.0,Undirected
62,146,19.0,Undirected
62,148,52.0,Undirected
62,158,254.0,Undirected
62,193,1.0,Undirected
62,9,183.0,Undirected
62,13,64.0,Undirected
62,22,2152.0,Undirected
62,31,7.0,Undirected
62,32,645.0,Undirected
62,36,580.0,Undirected
62,52,55.0,Undirected
62,80,86.0,Undirected
62,90,1.0,Undirected
62,125,5.0,Undirected
62,39,1.0,Undirected
62,59,1.0,Undirected
62,91,4.0,Undirected
62,29,49.0,Undirected
62,11,116.0,Undirected
62,21,74.0,Undirected
62,71,268.0,Undirected
62,86,1.0,Undirected
62,98,197.0,Undirected
62,117,3.0,Undirected
63,2,2179.0,Undirected
63,3,60516.0,Undirected
63,4,6174.0,Undirected
63,5,220.0,Undirected
63,6,504.0,Undirected
63,7,3079.0,Undirected
63,8,200.0,Undirected
63,9,2706.0,Undirected
63,10,173.0,Undirected
63,11,957.0,Undirected
63,13,3920.0,Undirected
63,14,57580.0,Undirected
63,15,271315.0,Undirected
63,18,4819.0,Undirected
63,19,187.0,Undirected
63,21,280.0,Undirected
63,22,45858.0,Undirected
63,23,212.0,Undirected
63,25,378.0,Undirected
63,26,46.0,Undirected
63,27,30022.0,Undirected
63,30,126571.0,Undirected
63,31,2266.0,Undirected
63,32,9779.0,Undirected
63,33,19307.0,Undirected
63,34,3.0,Undirected
63,35,16699.0,Undirected
63,36,469.0,Undirected
63,37,5727.0,Undirected
63,39,147.0,Undirected
63,40,1670.0,Undirected
63,42,8795.0,Undirected
63,44,30202.0,Undirected
63,45,6676.0,Undirected
63,48,191.0,Undirected
63,51,632.0,Undirected
63,52,2711.0,Undirected
63,58,2.0,Undirected
63,59,4.0,Undirected
63,60,4074.0,Undirected
63,62,102.0,Undirected
63,68,604.0,Undirected
63,69,19261.0,Undirected
63,70,3510.0,Undirected
63,73,4892.0,Undirected
63,74,9.0,Undirected
63,76,71.0,Undirected
63,77,18.0,Undirected
63,78,691.0,Undirected
63,80,3451.0,Undirected
63,82,402.0,Undirected
63,83,290.0,Undirected
63,84,15689.0,Undirected
63,86,2003.0,Undirected
63,87,216443.0,Undirected
63,88,2174.0,Undirected
63,90,733.0,Undirected
63,91,65.0,Undirected
63,94,131.0,Undirected
63,96,6.0,Undirected
63,98,928.0,Undirected
63,100,477.0,Undirected
63,102,88.0,Undirected
63,105,672.0,Undirected
63,109,3105.0,Undirected
63,116,134.0,Undirected
63,117,6870.0,Undirected
63,121,2935.0,Undirected
63,133,125.0,Undirected
63,134,98.0,Undirected
63,146,717.0,Undirected
63,148,20.0,Undirected
63,150,72.0,Undirected
63,156,47.0,Undirected
63,158,237.0,Undirected
63,170,3.0,Undirected
63,17,763.0,Undirected
63,28,2.0,Undirected
63,49,48.0,Undirected
63,71,11.0,Undirected
63,110,111.0,Undirected
63,115,11.0,Undirected
63,125,12.0,Undirected
63,182,5.0,Undirected
63,187,1.0,Undirected
64,7,11.0,Undirected
64,10,11.0,Undirected
64,14,17.0,Undirected
64,44,160.0,Undirected
64,45,5.0,Undirected
64,112,2035.0,Undirected
64,127,3.0,Undirected
64,130,558.0,Undirected
64,146,1.0,Undirected
64,178,1.0,Undirected
64,213,50.0,Undirected
64,23,11.0,Undirected
64,27,69.0,Undirected
64,32,2.0,Undirected
64,34,57.0,Undirected
64,36,25.0,Undirected
65,4,177.0,Undirected
65,6,2209.0,Undirected
65,14,719.0,Undirected
65,15,2002.0,Undirected
65,16,373.0,Undirected
65,22,3936.0,Undirected
65,27,6597.0,Undirected
65,31,368.0,Undirected
65,35,119860.0,Undirected
65,37,82.0,Undirected
65,44,567.0,Undirected
65,45,64770.0,Undirected
65,55,13.0,Undirected
65,58,1415.0,Undirected
65,76,2277.0,Undirected
65,79,8.0,Undirected
65,96,12171.0,Undirected
65,97,148.0,Undirected
65,100,220.0,Undirected
65,103,2423.0,Undirected
65,120,271.0,Undirected
65,127,82.0,Undirected
65,128,855.0,Undirected
65,157,840.0,Undirected
65,170,470.0,Undirected
65,178,105.0,Undirected
65,213,56.0,Undirected
65,7,44.0,Undirected
65,8,36.0,Undirected
65,60,1.0,Undirected
65,66,95.0,Undirected
65,108,230.0,Undirected
65,2,89.0,Undirected
65,3,52.0,Undirected
65,9,8.0,Undirected
65,11,226.0,Undirected
65,23,6.0,Undirected
65,32,233.0,Undirected
65,36,146.0,Undirected
65,49,16.0,Undirected
65,63,91.0,Undirected
65,68,145.0,Undirected
65,69,14.0,Undirected
65,80,31.0,Undirected
65,82,596.0,Undirected
65,88,4.0,Undirected
65,95,86.0,Undirected
65,121,1.0,Undirected
65,158,48.0,Undirected
66,2,487.0,Undirected
66,3,2284.0,Undirected
66,4,254.0,Undirected
66,6,29596.0,Undirected
66,7,1388.0,Undirected
66,10,56.0,Undirected
66,14,1914.0,Undirected
66,15,18170.0,Undirected
66,16,46.0,Undirected
66,22,10712.0,Undirected
66,27,122981.0,Undirected
66,30,35.0,Undirected
66,33,112.0,Undirected
66,34,185.0,Undirected
66,35,24612.0,Undirected
66,37,17435.0,Undirected
66,45,181515.0,Undirected
66,55,47458.0,Undirected
66,58,156.0,Undirected
66,63,174.0,Undirected
66,71,1041.0,Undirected
66,80,264.0,Undirected
66,96,7864.0,Undirected
66,97,448.0,Undirected
66,108,21927.0,Undirected
66,125,97.0,Undirected
66,134,546.0,Undirected
66,136,36.0,Undirected
66,5,3399.0,Undirected
66,8,703.0,Undirected
66,9,629.0,Undirected
66,18,76.0,Undirected
66,23,11598.0,Undirected
66,25,84.0,Undirected
66,26,4.0,Undirected
66,29,35.0,Undirected
66,31,58.0,Undirected
66,32,203583.0,Undirected
66,36,894.0,Undirected
66,39,89.0,Undirected
66,40,75.0,Undirected
66,42,4664.0,Undirected
66,44,2717.0,Undirected
66,48,1.0,Undirected
66,49,2095.0,Undirected
66,51,62.0,Undirected
66,52,456.0,Undirected
66,60,2277.0,Undirected
66,62,59.0,Undirected
66,68,296.0,Undirected
66,69,3.0,Undirected
66,72,29.0,Undirected
66,74,969.0,Undirected
66,76,6002.0,Undirected
66,77,15.0,Undirected
66,78,2.0,Undirected
66,79,125.0,Undirected
66,82,779.0,Undirected
66,83,361.0,Undirected
66,84,605.0,Undirected
66,86,155.0,Undirected
66,87,4.0,Undirected
66,90,90.0,Undirected
66,95,8.0,Undirected
66,100,1296.0,Undirected
66,102,9.0,Undirected
66,103,1.0,Undirected
66,109,180.0,Undirected
66,112,1.0,Undirected
66,116,212.0,Undirected
66,117,1496.0,Undirected
66,127,1.0,Undirected
66,130,6.0,Undirected
66,133,1089.0,Undirected
66,146,21.0,Undirected
66,150,1.0,Undirected
66,156,17.0,Undirected
66,158,2355.0,Undirected
66,212,89.0,Undirected
66,67,14.0,Undirected
66,17,224.0,Undirected
66,94,70782.0,Undirected
67,4,106240.0,Undirected
67,7,461.0,Undirected
67,8,301.0,Undirected
67,45,1802.0,Undirected
67,71,89.0,Undirected
67,75,5.0,Undirected
67,92,65.0,Undirected
67,109,125.0,Undirected
67,113,6.0,Undirected
67,2,15.0,Undirected
67,6,783.0,Undirected
